run_id,N,e,a,b,E_per_N,radius,seed,t_max,save_interval,method,collision_method,use_parallel
227,80,0.8,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
228,80,0.8,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
229,80,0.8,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
230,80,0.8,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
231,80,0.9,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
232,80,0.9,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
233,80,0.9,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
234,80,0.9,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
235,80,0.9,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
236,80,0.9,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
237,80,0.9,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
238,80,0.9,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
239,80,0.9,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
240,80,0.9,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
241,80,0.95,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
242,80,0.95,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
243,80,0.95,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
244,80,0.95,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
245,80,0.95,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
246,80,0.95,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
247,80,0.95,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
248,80,0.95,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
249,80,0.95,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
250,80,0.95,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
251,80,0.98,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
252,80,0.98,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
253,80,0.98,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
254,80,0.98,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
255,80,0.98,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
256,80,0.98,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
257,80,0.98,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
258,80,0.98,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
259,80,0.98,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
260,80,0.98,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
261,80,0.99,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
262,80,0.99,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
263,80,0.99,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
264,80,0.99,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
265,80,0.99,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
266,80,0.99,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
267,80,0.99,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
268,80,0.99,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
269,80,0.99,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
270,80,0.99,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
271,100,0.0,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
272,100,0.0,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
273,100,0.0,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
274,100,0.0,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
275,100,0.0,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
276,100,0.0,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
277,100,0.0,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
278,100,0.0,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
279,100,0.0,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
280,100,0.0,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
281,100,0.3,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
282,100,0.3,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
283,100,0.3,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
284,100,0.3,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
285,100,0.3,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
286,100,0.3,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
287,100,0.3,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
288,100,0.3,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
289,100,0.3,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
290,100,0.3,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
291,100,0.5,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
292,100,0.5,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
293,100,0.5,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
294,100,0.5,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
295,100,0.5,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
296,100,0.5,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
297,100,0.5,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
298,100,0.5,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
299,100,0.5,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
300,100,0.5,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
301,100,0.7,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
302,100,0.7,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
303,100,0.7,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
304,100,0.7,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
305,100,0.7,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
306,100,0.7,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
307,100,0.7,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
308,100,0.7,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
309,100,0.7,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
310,100,0.7,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
311,100,0.8,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
312,100,0.8,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
313,100,0.8,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
314,100,0.8,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
315,100,0.8,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
316,100,0.8,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
317,100,0.8,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
318,100,0.8,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
319,100,0.8,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
320,100,0.8,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
321,100,0.9,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
322,100,0.9,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
323,100,0.9,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
324,100,0.9,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
325,100,0.9,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
326,100,0.9,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
327,100,0.9,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
328,100,0.9,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
329,100,0.9,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
330,100,0.9,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
331,100,0.95,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
332,100,0.95,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
333,100,0.95,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
334,100,0.95,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
335,100,0.95,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
336,100,0.95,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
337,100,0.95,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
338,100,0.95,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
339,100,0.95,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
340,100,0.95,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
341,100,0.98,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
342,100,0.98,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
343,100,0.98,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
344,100,0.98,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
345,100,0.98,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
346,100,0.98,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
347,100,0.98,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
348,100,0.98,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
349,100,0.98,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
350,100,0.98,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
351,100,0.99,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
352,100,0.99,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
353,100,0.99,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
354,100,0.99,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
355,100,0.99,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
356,100,0.99,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
357,100,0.99,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
358,100,0.99,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
359,100,0.99,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
360,100,0.99,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
361,120,0.0,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
362,120,0.0,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
363,120,0.0,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
364,120,0.0,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
365,120,0.0,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
366,120,0.0,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
367,120,0.0,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
368,120,0.0,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
369,120,0.0,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
370,120,0.0,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
371,120,0.3,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
372,120,0.3,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
373,120,0.3,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
374,120,0.3,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
375,120,0.3,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
376,120,0.3,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
377,120,0.3,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
378,120,0.3,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
379,120,0.3,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
380,120,0.3,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
381,120,0.5,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
382,120,0.5,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
383,120,0.5,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
384,120,0.5,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
385,120,0.5,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
386,120,0.5,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
387,120,0.5,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
388,120,0.5,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
389,120,0.5,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
390,120,0.5,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
391,120,0.7,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
392,120,0.7,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
393,120,0.7,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
394,120,0.7,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
395,120,0.7,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
396,120,0.7,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
397,120,0.7,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
398,120,0.7,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
399,120,0.7,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
400,120,0.7,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
401,120,0.8,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
402,120,0.8,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
403,120,0.8,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
404,120,0.8,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
405,120,0.8,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
406,120,0.8,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
407,120,0.8,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
408,120,0.8,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
409,120,0.8,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
410,120,0.8,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
411,120,0.9,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
412,120,0.9,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
413,120,0.9,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
414,120,0.9,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
415,120,0.9,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
416,120,0.9,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
417,120,0.9,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
418,120,0.9,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
419,120,0.9,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
420,120,0.9,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
421,120,0.95,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
422,120,0.95,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
423,120,0.95,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
424,120,0.95,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
425,120,0.95,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
426,120,0.95,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
427,120,0.95,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
428,120,0.95,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
429,120,0.95,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
430,120,0.95,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
431,120,0.98,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
432,120,0.98,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
433,120,0.98,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
434,120,0.98,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
435,120,0.98,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
436,120,0.98,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
437,120,0.98,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
438,120,0.98,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
439,120,0.98,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
440,120,0.98,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
441,120,0.99,2.0,1.0,0.32,0.05,1,120.0,0.5,adaptive,parallel_transport,true
442,120,0.99,2.0,1.0,0.32,0.05,2,120.0,0.5,adaptive,parallel_transport,true
443,120,0.99,2.0,1.0,0.32,0.05,3,120.0,0.5,adaptive,parallel_transport,true
444,120,0.99,2.0,1.0,0.32,0.05,4,120.0,0.5,adaptive,parallel_transport,true
445,120,0.99,2.0,1.0,0.32,0.05,5,120.0,0.5,adaptive,parallel_transport,true
446,120,0.99,2.0,1.0,0.32,0.05,6,120.0,0.5,adaptive,parallel_transport,true
447,120,0.99,2.0,1.0,0.32,0.05,7,120.0,0.5,adaptive,parallel_transport,true
448,120,0.99,2.0,1.0,0.32,0.05,8,120.0,0.5,adaptive,parallel_transport,true
449,120,0.99,2.0,1.0,0.32,0.05,9,120.0,0.5,adaptive,parallel_transport,true
450,120,0.99,2.0,1.0,0.32,0.05,10,120.0,0.5,adaptive,parallel_transport,true
