time,particle_id,theta,theta_dot,x,y,vx,vy,energy
0.0000000000,1,4.4662380793,-0.8710294978,-0.4873453920,-0.9698575242,-1.6895490245,0.2122461060,1.9947282581e+01
0.0000000000,2,3.0023738615,-0.6445813888,-1.9806494125,0.1387695076,0.1788964838,0.6383448745,9.0142488042e+00
0.0000000000,3,0.3362753707,-0.3938139474,1.8879804782,0.3299733754,0.2598962350,-0.3717565224,1.1308112492e-01
0.0000000000,4,2.8122118632,-0.7128182837,-1.8924856254,0.3234571678,0.4611323664,0.6744991778,7.9085355638e+00
0.0000000000,5,1.3114750649,-0.0747241477,0.5128491341,0.9665642459,0.1444513788,-0.0191611072,1.7199668458e+00
0.1000100000,1,4.3783283619,-0.8879648961,-0.6557637266,-0.9447187326,-1.6777541425,0.2911475847,1.9169759245e+01
0.1000100000,2,2.9388037033,-0.6259466187,-1.9590173761,0.2014019116,0.2521336912,0.6131201513,8.6365672063e+00
0.1000100000,3,0.2963425671,-0.4047646784,1.9128218847,0.2920241588,0.2364021295,-0.3871213675,8.7818917100e-02
0.1000100000,4,2.7426805222,-0.6779260278,-1.8429681698,0.3884161187,0.5266347930,0.6246980454,7.5222964469e+00
0.1000100000,5,1.3039963849,-0.0748350921,0.5272919067,0.9646195163,0.1443747806,-0.0197299692,1.7004065720e+00
0.2000000000,1,4.2884360153,-0.9111991690,-0.8227333331,-0.9114699478,-1.6610613180,0.3748369647,1.8390683457e+01
0.2000000000,2,2.8772944260,-0.6039889690,-1.9305521279,0.2612319284,0.3155624062,0.5830160947,8.2788232141e+00
0.2000000000,3,0.2553273521,-0.4155723842,1.9351613416,0.2525621617,0.2099157194,-0.4020998062,6.5192056715e-02
0.2000000000,4,2.6765501814,-0.6452694748,-1.7876050386,0.4484607636,0.5787560828,0.5767434822,7.1639208733e+00
0.2000000000,5,1.2965079320,-0.0749495480,0.5417240029,0.9626181882,0.1442955962,-0.0203009846,1.6809328178e+00
0.3000000000,1,4.1958488533,-0.9419171043,-0.9877492516,-0.8695331242,-1.6380562447,0.4651889574,1.7605147599e+01
0.3000000000,2,2.8180550626,-0.5807156225,-1.8962333459,0.3179225920,0.3692452318,0.5505861639,7.9414343356e+00
0.3000000000,3,0.2132487122,-0.4258840414,1.9546970571,0.2116361352,0.1802649051,-0.4162371412,4.5475013259e-02
0.3000000000,4,2.6135327365,-0.6156009559,-1.7275724455,0.5038584736,0.6203515159,0.5317476244,6.8305533649e+00
0.3000000000,5,1.2890071057,-0.0750675877,0.5561494918,0.9605594389,0.1442137599,-0.0208744004,1.6615393187e+00
0.4000000000,1,4.0997476425,-0.9818179634,-1.1500608531,-0.8181320239,-1.6065134350,0.5645752023,1.6807930732e+01
0.4000000000,2,2.7611461981,-0.5575696545,-1.8569978871,0.3713350398,0.4140902997,0.5177028352,7.6239283275e+00
0.4000000000,3,0.1701819277,-0.4352548600,1.9711079433,0.1693616514,0.1474309637,-0.4289671559,2.8961888508e-02
0.4000000000,4,2.5533244935,-0.5890796758,-1.6638059214,0.5549211331,0.6537855224,0.4900571264,6.5194659690e+00
0.4000000000,5,1.2814942952,-0.0751892399,0.5705666630,0.9584432277,0.1441292356,-0.0214502369,1.6422276287e+00
0.5000000000,1,3.9990996742,-1.0333331136,-1.3086494494,-0.7562136964,-1.5628413070,0.6761354051,1.5992798204e+01
0.5000000000,2,2.7065066833,-0.5354364490,-1.8136676204,0.4214883637,0.4513604655,0.4855518752,7.3251784268e+00
0.5000000000,3,0.1262460437,-0.4431786774,1.9840830937,0.1259109580,0.1116021037,-0.4396516607,1.5938063562e-02
0.5000000000,4,2.4956163097,-0.5655620411,-1.5970248194,0.6019783481,0.6809122064,0.4516083083,6.2281007650e+00
0.5000000000,5,1.2739691372,-0.0753145459,0.5849752455,0.9562693086,0.1440419775,-0.0220285725,1.6229973625e+00
0.6000100000,1,3.8925704829,-1.0999014597,-1.4620439856,-0.6823539009,-1.5010441032,0.8040521570,1.5152104964e+01
0.6000100000,2,2.6540040462,-0.5147773005,-1.7669303120,0.4684968710,0.4823431091,0.4547878081,7.0437374773e+00
0.6000100000,3,0.0816072631,-0.4491403882,1.9933439498,0.0815167127,0.0732248960,-0.4476456377,6.6597453969e-03
0.6000100000,4,2.4401151758,-0.5447789179,-1.5277790710,0.6453470210,0.7031429036,0.4161509145,5.9541620710e+00
0.6000100000,5,1.2664305096,-0.0754435617,0.5993764030,0.9540372015,0.1439519289,-0.0226095453,1.6038462357e+00
0.7000100000,1,3.7784545842,-1.1861547819,-1.6079316925,-0.5946754729,-1.4107543116,0.9536279330,1.4276719045e+01
0.7000100000,2,2.6034901305,-0.4957812714,-1.7173653958,0.5125075846,0.5081833238,0.4257187997,6.7781608598e+00
0.7000100000,3,0.0364940717,-0.4526919031,1.9986683305,0.0364859717,0.0330338079,-0.4523904851,1.3318172690e-03
0.7000100000,4,2.3865734786,-0.5264344677,-1.4565168053,0.6853026331,0.7215338537,0.3833803245,5.6957329689e+00
0.7000100000,5,1.2588795483,-0.0755763057,0.6137669749,0.9517470909,0.1438590582,-0.0231931203,1.5847777171e+00
0.8000100000,1,3.6545024229,-1.2974905530,-1.7426406637,-0.4907146618,-1.2733952759,1.1305298992,1.3355387959e+01
0.8000100000,2,2.5547915187,-0.4784652498,-1.6654322970,0.5537001138,0.5298525265,0.3984257400,6.5269597039e+00
0.8000100000,3,6.2743445205,-0.4535416510,1.9999218410,-0.0088406716,-0.0080192255,-0.4535239268,3.9367399161e+01
0.8000100000,4,2.3347565962,-0.5102365171,-1.3835731621,0.7221020193,0.7368856387,0.3529747757,5.4510883635e+00
0.8000100000,5,1.2513151236,-0.0757128367,0.6281481161,0.9493984864,0.1437633051,-0.0237794379,1.5657895385e+00
0.9000100000,1,3.5180229381,-1.4363885184,-1.8599655928,-0.3676030446,-1.0560415853,1.3358166110,1.2376485393e+01
0.9000100000,2,2.5077432370,-0.4627583541,-1.6115073273,0.5922508197,0.5481380292,0.3728692392,6.2887761430e+00
0.9000100000,3,6.2290638046,-0.4516166823,1.9970715779,-0.0540950849,-0.0488604855,-0.4509554201,3.8801235882e+01
0.9000100000,4,2.2844632573,-0.4959227597,-1.3092204854,0.7559665536,0.7498020390,0.3246361181,5.2187723740e+00
0.9000100000,5,1.2437368545,-0.0758532020,0.6425195355,0.9469911096,0.1436646158,-0.0243685821,1.5468813632e+00
1.0000000000,1,3.3667572324,-1.5882092104,-1.9495147506,-0.2232667895,-0.7091887430,1.5481186414,1.1335054262e+01
1.0000000000,2,2.4621943264,-0.4485481740,-1.5559018113,0.6283250659,0.5636681219,0.3489484582,6.0624009009e+00
1.0000000000,3,6.1841128880,-0.4470811285,1.9901926815,-0.0989104271,-0.0884419707,-0.4448887950,3.8243252211e+01
1.0000000000,4,2.2355216230,-0.4832649543,-1.2336858808,0.7870862639,0.7607424148,0.2980985754,4.9975569267e+00
1.0000000000,5,1.2361451151,-0.0759974362,0.6568795013,0.9445249230,0.1435629451,-0.0249605790,1.5280547455e+00
